Olympic,Class,Finish,Country,BoatManufacturer,BoatModel,Rigger,Mount,Backstay,Seat,Span,Spread,OarManufacturer,OarModel,OarShaft,OarLength,OarInboard,OarOutboard,BladeShape,BladeLength,BladeWidth,VortexEdge,WorkTrough,WorkHeels,WorkToes,StretcherAngle,SwivelAboveSeatStarboard,SwivelAboveSeatPortside,SwivelAboveSeatSweep,SeatAboveHeels,PitchStarboard,PitchPortside,PitchSweep,MeasurementDate
"",M8+,5,ROU,Filippi,X,"Carbon wing",Stern,Yes,6,,83.5,C2,Skinny,Med,376,113.5,262.5,SM2P,53.5,25.3,No,17,36,,40,,,19,18,,,4,""
"",M8+,5,ROU,Filippi,X,"Carbon wing",Stern,Yes,7,,84,C2,Skinny,Med,376,113.5,262.5,SM2P,53.5,25.3,No,13,39,,38,,,21,22,,,4,""
"",M8+,5,ROU,Filippi,X,"Carbon wing",Stern,Yes,8,,83.5,C2,Skinny,Med,376,113.5,262.5,SM2P,53.5,21.5,No,18,40,,40,,,18,19,,,4,""
"",M8+,6,NZL,Filippi,F49,"Alum wing",Stern,Yes,1,,83,C2,,Med,376,113.5,262.5,SM2P,53.5,25.3,No,,,58,42,,,18,20,,,,""
"",M8+,6,NZL,Filippi,F49,"Alum wing",Stern,Yes,2,,83,C2,,Med,376,113.5,262.5,SM2P,53.5,25.3,No,,,58,42,,,18,20,,,4,""
"",M8+,6,NZL,Filippi,F49,"Alum wing",Stern,Yes,3,,83,C2,,Med,376,113.5,262.5,SM2P,53.5,25.3,No,,,58,42,,,18,20,,,4,""
"",M8+,6,NZL,Filippi,F49,"Alum wing",Stern,Yes,4,,83,C2,,Med,376,113.5,262.5,SM2P,53.5,25.3,No,,,62,42,,,18,20,,,4,""
"",M8+,6,NZL,Filippi,F49,"Alum wing",Stern,Yes,5,,83,C2,,Med,376,113.5,262.5,SM2P,53.5,25.3,No,,,62,42,,,18,20,,,4,""
"",M8+,6,NZL,Filippi,F49,"Alum wing",Stern,Yes,6,,83,C2,,Med,376,113.5,262.5,SM2P,53.5,25.3,No,,,62,42,,,18,20,,,4,""
"",M8+,6,NZL,Filippi,F49,"Alum wing",Stern,Yes,7,,83,C2,,Med,376,113.5,262.5,SM2P,53.5,25.3,No,,,58,42,,,18,20,,,4,""
"",M8+,6,NZL,Filippi,F49,"Alum wing",Stern,Yes,8,,83,C2,,Med,376,113.5,262.5,SM2P,53.5,21.5,No,,,58,42,,,18,20,,,4,""
"",M8+,7,GBR,Empacher,C86,"Carbon wing",Stern,Yes,1,,83,C2,Skinny,Med,377,114,263,SM2P,53.5,25.3,No,18,31,,43,,,18,18,,,5,""
"",M8+,7,GBR,Empacher,C86,"Carbon wing",Stern,Yes,2,,83,C2,Skinny,Med,377,110.5,266.5,SM2P,53.5,25.3,No,16,32,,43,,,17.5,19,,,5.6,""
"",M8+,7,GBR,Empacher,C86,"Carbon wing",Stern,Yes,3,,83,C2,Skinny,Med,377,114,263,SM2P,53.5,25.3,No,19,34,,43,,,18.5,17,,,6,""
"",M8+,7,GBR,Empacher,C86,"Carbon wing",Stern,Yes,4,,83,C2,Skinny,Med,377,114,263,SM2P,53.5,25.3,No,17,34,,43,,,17.5,21,,,6,""
"",M8+,7,GBR,Empacher,C86,"Carbon wing",Stern,Yes,5,,83,C2,Skinny,Med,377,114,263,SM2P,53.5,25.3,No,17,32,,40.6,,,18.5,19,,,5.9,""
"",M8+,7,GBR,Empacher,C86,"Carbon wing",Stern,Yes,6,,83,C2,Skinny,Med,377,114,263,SM2P,53.5,25.3,No,20,35,,42,,,17.5,19.5,,,6.5,""
"",M8+,7,GBR,Empacher,C86,"Carbon wing",Stern,Yes,7,,83,C2,Skinny,Med,377,114,263,SM2P,53.5,25.3,No,17,32,,43,,,18.5,18,,,5.9,""
"",M8+,7,GBR,Empacher,C86,"Carbon wing",Stern,Yes,8,,83,C2,Skinny,Med,377,114,263,SM2P,53.5,21.5,No,18,28,,42,,,16.5,20,,,5,""
"",M8+,8,AUS,Empacher,C86,"Carbon wing",Stern,Yes,1,,,C2,,,377,114,263,SM2P,53.5,25.3,No,17.5,,61,42,,,18,19,,,3,""
"",M8+,8,AUS,Empacher,C86,"Carbon wing",Stern,Yes,2,,,C2,,,377,114,263,SM2P,53.5,25.3,No,17.5,,66,42,,,18.5,18,,,3,""
"",M8+,8,AUS,Empacher,C86,"Carbon wing",Stern,Yes,3,,,C2,,,377,114,263,SM2P,53.5,25.3,No,17.5,,60,42,,,18,18.5,,,3,""
"",M8+,8,AUS,Empacher,C86,"Carbon wing",Stern,Yes,4,,,C2,,,377,114,263,SM2P,53.5,25.3,No,17.5,,63,42,,,19,19.5,,,3,""
"",M8+,8,AUS,Empacher,C86,"Carbon wing",Stern,Yes,5,,,C2,,,377,114,263,SM2P,53.5,25.3,No,17.5,,60,42,,,18.5,19,,,3,""
"",M8+,8,AUS,Empacher,C86,"Carbon wing",Stern,Yes,6,,,C2,,,377,114,263,SM2P,53.5,25.3,No,17.5,,66,42,,,18,18.5,,,3,""
"",M8+,8,AUS,Empacher,C86,"Carbon wing",Stern,Yes,7,,,C2,,,377,114,263,SM2P,53.5,25.3,No,17.5,,67,42,,,19,20,,,3,""
"",M8+,8,AUS,Empacher,C86,"Carbon wing",Stern,Yes,8,,,C2,,,377,114,263,SM2P,53.5,21.5,No,17.5,,64,42,,,17.5,19.5,,,3,""
"",M8+,9,UKR,Hudson,USP,"Carbon wing",Stern,Yes,1,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,23,37,58,41.5,,,18.5,19,,,,""
"",M8+,9,UKR,Hudson,USP,"Carbon wing",Stern,Yes,2,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,20,33,58,42,,,18.5,18.5,,,5,""
"",M8+,9,UKR,Hudson,USP,"Carbon wing",Stern,Yes,3,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,23,40,58,41.5,,,18.5,18,,,5,""
"",M8+,9,UKR,Hudson,USP,"Carbon wing",Stern,Yes,4,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,24,39,62,45,,,19.5,19.5,,,5,""
"",M8+,9,UKR,Hudson,USP,"Carbon wing",Stern,Yes,5,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,27,43,62,42.5,,,19,21,,,5,""
"",M8+,9,UKR,Hudson,USP,"Carbon wing",Stern,Yes,6,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,36,44,62,45,,,17,19,,,6,""
"",M8+,9,UKR,Hudson,USP,"Carbon wing",Stern,Yes,7,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,25,39,58,42,,,18.5,21.5,,,5,""
"",M8+,9,UKR,Hudson,USP,"Carbon wing",Stern,Yes,8,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,21.5,No,20,36,58,42,,,18,21,,,5,""
"",M8+,10,POL,Empacher,C86,"Carbon wing",Stern,Yes,1,,82.5,C2,Skinny,Med,378,112.5,265.5,SM2P,53.5,25.3,No,13.5,40,,43.9,,,20.5,19,,,5.9,""
"",M8+,10,POL,Empacher,C86,"Carbon wing",Stern,Yes,2,,82.5,C2,Skinny,Med,378,112.5,265.5,SM2P,53.5,25.3,No,13.5,44,,42.4,,,19,21,,,4.7,""
"",M8+,10,POL,Empacher,C86,"Carbon wing",Stern,Yes,3,,82.5,C2,Skinny,Med,378,112.5,265.5,SM2P,53.5,25.3,No,13.5,45.5,,43.3,,,20.5,20.5,,,5,""
"",M8+,10,POL,Empacher,C86,"Carbon wing",Stern,Yes,4,,82.5,C2,Skinny,Med,378,112.5,265.5,SM2P,53.5,25.3,No,16.5,40,,42.5,,,20.5,17.5,,,5.6,""
"",M8+,10,POL,Empacher,C86,"Carbon wing",Stern,Yes,5,,82.5,C2,Skinny,Med,378,112.5,265.5,SM2P,53.5,25.3,No,18,43,,42,,,20.5,18,,,5.4,""
"",M8+,10,POL,Empacher,C86,"Carbon wing",Stern,Yes,6,,82.5,C2,Skinny,Med,378,112.5,265.5,SM2P,53.5,25.3,No,15,43.5,,42.9,,,20.5,20,,,5.1,""
"",M8+,10,POL,Empacher,C86,"Carbon wing",Stern,Yes,7,,83,C2,Skinny,Med,378,112.5,265.5,SM2P,53.5,25.3,No,16,37,,42,,,20.5,19.5,,,4.8,""
"",M8+,10,POL,Empacher,C86,"Carbon wing",Stern,Yes,8,,83,C2,Skinny,Med,378,112.5,265.5,SM2P,53.5,21.5,No,17.5,43,,42.8,,,20.5,18,,,5.4,""
"",M8+,11,RUS,Filippi,F41,"Carbon wing",Stern,Yes,1,,84,C2,Skinny,Stiff,376,114,262,SM2P,53.5,25.3,No,15,35,,40,,,18.5,19.5,,,5,""
"",M8+,11,RUS,Filippi,F41,"Carbon wing",Stern,Yes,2,,84,C2,Skinny,Stiff,376,114,262,SM2P,53.5,25.3,No,15,35,,40,,,18,18.5,,,6,""
"",M8+,11,RUS,Filippi,F41,"Carbon wing",Stern,Yes,3,,84,C2,Skinny,Stiff,376,114,262,SM2P,53.5,25.3,No,15,35,,43,,,18,20.5,,,5,""
"",M8+,11,RUS,Filippi,F41,"Carbon wing",Stern,Yes,4,,84,C2,Skinny,Stiff,376,114,262,SM2P,53.5,25.3,No,15,35,,40,,,19,19,,,4,""
"",M8+,11,RUS,Filippi,F41,"Carbon wing",Stern,Yes,5,,84,C2,Skinny,Stiff,376,114,262,SM2P,53.5,25.3,No,14,33,,40,,,18.5,18.5,,,5,""
"",M8+,11,RUS,Filippi,F41,"Carbon wing",Stern,Yes,6,,84,C2,Skinny,Stiff,376,114,262,SM2P,53.5,25.3,No,14,33.5,,43,,,19,20.5,,,4,""
"",M8+,11,RUS,Filippi,F41,"Carbon wing",Stern,Yes,7,,84,C2,Skinny,Stiff,376,114,262,SM2P,53.5,25.3,No,15,38,,41,,,19,19.5,,,4,""
"",M8+,11,RUS,Filippi,F41,"Carbon wing",Stern,Yes,8,,84,C2,Skinny,Stiff,376,114,262,SM2P,53.5,21.5,No,15,37,,42,,,19,19,,,4,""
"",M8+,12,CHN,Filippi,F41,"Carbon wing",Stern,Yes,1,,84,C2,,Med,377,114,263,SM2P,53.5,25.3,No,15,36,,42,,,20,19.5,,,6,""
"",M8+,12,CHN,Filippi,F41,"Carbon wing",Stern,Yes,2,,83.5,C2,,Med,377,114,263,SM2P,53.5,25.3,No,18,39,,41,,,20,19.5,,,5,""
"",M8+,12,CHN,Filippi,F41,"Carbon wing",Stern,Yes,3,,84,C2,,Med,377,114,263,SM2P,53.5,25.3,No,20,37,,42,,,20,20.5,,,6,""
"",M8+,12,CHN,Filippi,F41,"Carbon wing",Stern,Yes,4,,84,C2,,Med,377,114,263,SM2P,53.5,25.3,No,20,42,,41,,,20.5,19.5,,,5,""
"",M8+,12,CHN,Filippi,F41,"Carbon wing",Stern,Yes,5,,84,C2,,Med,377,114,263,SM2P,53.5,25.3,No,17,38,,42,,,20.5,20,,,6,""
"",M8+,12,CHN,Filippi,F41,"Carbon wing",Stern,Yes,6,,84,C2,,Med,377,114,263,SM2P,53.5,25.3,No,21,39,,42,,,20,20,,,6,""
"",M8+,12,CHN,Filippi,F41,"Carbon wing",Stern,Yes,7,,84,C2,,Med,377,114,263,SM2P,53.5,25.3,No,17,39,,41,,,20,19,,,6,""
"",M8+,12,CHN,Filippi,F41,"Carbon wing",Stern,Yes,8,,84,C2,,Med,377,114,263,SM2P,53.5,21.5,No,19,39,,42,,,21.5,20,,,5,""
